Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guinea,GIN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.743069649,,,,,,,18.23867989,,,,,,,12.19194984,,,,21.96224976,,,,27.6925602,,,31.27000046
"Gambia, The",GMB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.06155014,,,,,,,,,,,,,33.57535172,,41.57701874,,,,,,51.20999908
Guinea-Bissau,GNB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,8.588259697,,,,,,,,,,,,,,,,,,,,,27.49420929,,,,,,,,,,,,,,30.76851082,,,,,,,39.88999939
Equatorial Guinea,GNQ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6230011,,,,,,,,,,90.6760788,,,,,,,,,,,
Greece,GRC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,85.31999207,,,,,,,,,,89.353302,,,,,,,,,,94.2394104,,,,90.76541138,,91.81246948,,91.84761047,,96.50211334,,,,,,,97.39409637,,,
Grenada,GRD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,97.58978271,,,,,,,,,,98.30000305,,,,98.59999847,,,,,,,,,,98.59999847,,,,,,,,,,98.59999847,,,,,,,,,,98.59999847,,,,,,,
Greenland,GRL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.29265976,,,,,,,,63.34138107,,,,,,,,,,72.42803955,72.12758636,76.37065887,,,,76.72338104,,,79.25
Guam,GUM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,96.46308136,,,,,,,,,,99.3085022,,,,,,,,,,99.56999969,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.25198364,,,,,85.03460693,,,,,,,88.43000031
High income,HIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.22360229,,,,,,83.45276642,,,84.72502899,84.93026733,85.05148315,85.284729,87.02599335,87.89369965,88.93486023,,87.26555634,88.73169708,,
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,32.01932144,32.75222015,33.36038971,33.9029007,34.58678818,34.93391037,35.28601837,35.75954819,36.47922897,36.66239166,37.3356781,38.31214905,38.9945488,39.75204086,40.84521103,41.68220901,41.43460083,42.29748154,43.59970093,43.15459824,41.590271,43.41769028,43.66207886,43.82361984,45.05627823,47.49039841,49.06528091,50.12311935,51.19149017,51.90301895,53.02762985,54.32524109,55.95864105,56.6450386,57.15613937,
Croatia,HRV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8172226,,,,,,,,,,97.08390045,,,,,,,,,,98.66590881,,,,,,,,,,99.23999786
Haiti,HTI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,32.52495956,,,,,,,,,,,,,,,,,,,,,54.86146927,,,44.59944916,,,,,,,,,,58.30052185,,,,,
Hungary,HUN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,98.45413208,,,,,,,,,,98.80000305,,,,,,,,,,,,,,,,,,,,,,,,99.09999847,,,,,,,99.09999847
IBRD only,IBD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,52.58166885,52.71376038,52.9982605,53.85771179,54.68444061,55.25756073,56.30076981,57.16775131,58.19319916,59.19440079,60.073349,60.87982941,61.83156967,64.66017914,65.41841125,65.85115814,66.81797028,67.55415344,68.19956207,68.8515625,69.53852081,70.21848297,74.3354187,75.86112213,76.35777283,76.82102966,77.32597351,77.86794281,78.64356995,79.167099,79.06334686,79.52794647,80.62844849,81.10153961,81.67642212,82.724823,83.2568512,83.78134918,83.98715973,84.58482361,84.82064056,85.30608368,85.63596344,85.70931244,86.17919159,86.50453186,
IDA & IBRD total,IBT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,49.2299881,49.35842896,49.63862991,50.40472031,51.14883041,51.68144989,52.6089592,53.40539932,54.32463074,55.23361969,56.03770065,56.77817154,57.66870117,60.14450836,60.85071182,61.3025589,62.20541,62.8551712,63.46483994,64.1333313,64.79174805,65.4702301,68.99523163,70.44937897,70.96840668,71.21193695,71.75208282,72.24111176,72.94525909,73.53414154,73.39894867,74.12393188,74.52867126,75.12484741,75.63490295,76.56191254,77.02253723,77.5614624,77.84333801,78.46465302,78.79342651,79.45500946,79.85930634,80.03160095,80.55667877,80.80873871,
IDA total,IDA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,33.31505966,33.76324081,34.16611862,34.64775848,35.13214111,35.60385895,36.27513885,37.06943893,37.66939926,38.40050888,39.19380188,39.62297058,40.27360916,41.26068878,42.04388046,42.88837051,43.85795975,45.26728821,46.16492081,45.64945984,46.58763123,47.04610062,47.6297493,48.72850037,48.71334839,50.82178879,48.54129028,49.99317169,50.57011032,51.33494949,51.83703995,52.7675209,53.68387985,54.73337173,55.75901031,57.41601944,58.4242897,59.28585815,60.33414078,60.6493988,
IDA blend,IDB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,37.24879074,37.76578903,38.07926178,38.42044067,38.77188873,39.15093994,39.93019867,40.73770142,41.37075043,42.22542191,43.89068985,44.13983154,44.99263,45.90711975,46.81311035,47.88417053,48.92284012,50.11029053,50.96701813,47.39279175,48.32584,49.19012833,49.24166107,50.28993988,50.04360962,57.91529083,49.90739822,50.82878113,51.89268112,52.55480957,53.29838181,54.30812836,54.27807999,55.58123016,55.9294014,56.83018875,57.85475159,57.82500076,58.34255981,58.52437973,
Indonesia,IDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,57.69462967,,,,,,,,,,75.27011871,,,,,,,,,,,,,,86.79959106,,88.78697968,,89.10138702,89.67711639,,90.0687027,,,93.45089722,93.33570862,93.58692169,,93.99217987,,94.55235291,
IDA only,IDX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,31.81925011,32.25677872,32.79953003,33.34284973,33.85544968,34.47029877,35.25601959,35.83826828,36.50728989,36.87099075,37.39112854,37.94364929,38.96804047,39.69174957,40.42227173,41.35530853,42.8718605,43.78725052,44.78541183,45.72566986,45.98233032,46.82950974,47.95278931,48.05207062,47.29349899,47.8614502,49.57712173,49.91122055,50.72687149,51.10884857,51.99998856,53.38793182,54.31127167,55.67425156,57.70703888,58.70677948,60.00920868,61.31858826,61.69799042,
Isle of Man,IMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,25.67625046,,,,,,,,,,33.72953033,,,,,,,,,,47.84209824,,,,,50.82376099,,,,,59.27732086,,,,,,,65.79080963,,,
Not classified,INX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,24.42308044,,,,,,,,,,41.03395081,,,,,56.15642166,,,,,66.06775665,,,,,,70.40000153,,,76.80264282,77.24002075,,77.69471741,,,,78.4162674,79.75583649,79.83934784,,80.78743744,,,,,85.02999878
Iraq,IRQ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.16950226,,,,,,,,,,,,69,63.40000153,74.59999847,,76.80000305,79.90000153,,,,
Iceland,ISL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,88.67472076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,95.53666687,,,,,,,,,,,,,,,,,,,,98.0421524,,,,,,,,,,98.57956696,,,,,,,98.9719162,99.22389221,,
Jamaica,JAM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87207794,,,,,,,,,,,,,,,92.69999695,,,,,,,
Jordan,JOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,52.11061096,,,,,,,,,,,,,,,,,,,,,,,,84.71392059,,87.0058136,,88.90331268,,,89.20774078,93.93345642,97.37200928,,,,,,97.83207703,,,98.12999725
Japan,JPN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.13877106,,,,,,,,,,99.28990173,,,,,,,,,,99.68428802,99.73899078,,,,,,,,99.73899078,,99.80000305,
Kenya,KEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.89298248,,,,,,,66.86312103,,,,,,,74.00631714,,,,78.1889267,,,79.84999847
Kyrgyz Republic,KGZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.13063049,,,,,,,,,,98.9812088,,,,,,,,,99.49971771,99.5,,
Cambodia,KHM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.99250031,,,,,,64.05098724,,,,69.58641052,69.10901642,,,,,71.78179932,75.03386688,,,,,,79.76999664
Kiribati,KIR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.61865997,,,,,,,,,,98.40000153,,,
Kuwait,KWT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,48.0152092,,,,,59.11050034,,,,,68.84937286,,,,,,,,,,74.14871979,,,,,,,,,,91.04250336,90.82862854,91.50348663,91.77864838,,92.68093872,,94.96524811,94.30116272,,94.470047,,94.82576752,94.905159,,95.35169983,
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,74.89894104,74.9025116,75.38063812,75.89723206,76.45670319,76.97064972,77.56999207,77.96736145,78.47039795,78.97480011,79.46962738,79.95213318,80.42552185,80.70838928,81.26676941,81.81156921,82.32108307,82.92202759,83.6348877,84.34706116,84.94064331,85.59877777,85.99981689,86.30526733,86.8775177,87.25060272,87.58666992,87.5894928,87.77178955,88.64935303,88.63967896,89.19924927,88.91944885,89.70139313,89.98267365,90.28864288,90.46552277,91.09866333,91.4207077,91.51548767,91.9824295,92.12664795,92.59729004,92.68630219,92.89380646,93.35665131,93.37532806,
Lao PDR,LAO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.90235901,,,,,58.46070099,60.90251923,,,,63.22698975,,,,,,49.72307968,,,,79.39103699,,,,,,82.75
Lebanon,LBN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.96778107,,88.08705902,,,,,,,,,93.30500793,93.61000061,,
Liberia,LBR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,19.30278969,,,,,,,,,,,,,,,,,,,,,,,27.0349102,,,,,,,,,,34.09225845,,,,
Libya,LBY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,42.31354904,,,,,,,,,,63.70000076,,,,,,,,,,77.80000305,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,76.076828,76.07552338,76.50443268,76.99752045,77.54052734,78.04089355,78.61045074,79.01377869,79.49131775,79.97624207,80.45189667,80.9154129,81.37181091,81.64476776,82.23516083,82.77792358,83.26525879,83.82047272,84.4835968,85.14578247,85.70052338,86.31233978,86.69320679,86.99099731,87.53581238,87.88672638,88.20570374,88.2306366,88.41005707,89.2110672,89.22029877,89.7406311,89.55487061,90.34161377,90.59683228,90.86399841,91.01101685,91.55062103,91.86192322,91.93392944,92.41493988,92.5503006,93.01426697,93.07250214,93.26925659,93.69387817,93.7177124,
Least developed countries: UN classification,LDC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,29.18610001,29.57805061,30.01606941,30.55426979,31.09015083,31.5907402,32.20315933,32.97333145,33.58465958,34.26560974,34.6135788,35.13106918,35.68302155,36.74831009,37.62261963,38.33441925,39.26417923,40.81219864,41.75244141,42.59531021,43.57632065,43.68196106,44.61183167,45.77885056,45.82458878,44.91479111,45.29150009,47.07881927,47.75482941,48.43373108,48.80379105,49.80672836,51.3176918,52.19934082,53.70196915,55.91344833,57.00255966,57.34209824,58.79742813,59.2195282,
Low income,LIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01874924,35.45027161,35.98691177,36.13621902,36.23445129,36.53787994,37.08605957,37.32027817,37.82749939,38.67745972,39.39503098,40.10279083,40.83501053,41.68875885,41.28186035,41.86491013,43.16579819,42.69078064,40.82112122,42.4137001,42.89545822,43.39476013,44.67966843,47.12271881,47.68611908,48.71696854,49.25936127,50.08740997,51.17744064,52.39725876,52.30527878,52.89550018,53.28355026,
Liechtenstein,LIE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,82.02197266,,,,,,,,,,,,,,,,,,,,89.13575745,,,,,89.09134674,,89.07347107,,89.9586792,,,,,,91.48610687,90.97074127,90.79560089,91.58087158,91.59765625,
Lower middle income,LMC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,37.55287933,37.77455902,38.34819031,38.96717072,39.58966064,39.58045959,40.56914902,41.48506165,42.14934158,42.85158157,43.5545311,44.14263916,45.14588165,45.46112061,46.29719925,47.26570892,48.09349823,48.95640182,49.71577835,50.64184952,51.60580826,52.52087021,53.36985016,56.22686005,57.05110168,57.34664917,58.07305145,58.92190933,59.94649124,60.80532837,60.25233841,62.03739166,61.49462891,62.63055038,63.60400009,65.50002289,65.78701782,66.52671051,67.16092682,68.23706055,69.17240143,69.98126221,70.80651855,71.55892181,72.39383698,72.92949677,
Low & middle income,LMY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,48.15266037,48.29840851,48.5995903,49.39941025,50.17662048,50.73666,51.70249939,52.53237152,53.48513031,54.42729187,55.26263046,56.02793884,56.94995117,59.47893143,60.20259094,60.66717911,61.59170151,62.25579834,62.87879181,63.56124115,64.2335968,64.92706299,68.51746368,69.99887085,70.53269958,70.78273773,71.33371735,71.83421326,72.55352783,73.15428925,73.01911926,73.75276947,74.15944672,74.76889038,75.28688049,76.23391724,76.70960236,77.25861359,77.55010986,78.17819214,78.51496887,79.18634033,79.60375214,79.7824707,80.31855011,80.57687378,
Lesotho,LSO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.04644775,,,,,,,,,84.96395874,,,,,84.93489075,,,,,,,88.83000183
Late-demographic dividend,LTE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,60.37520981,60.38843155,61.3692894,62.34983826,63.38167191,64.34552765,65.0912323,66.3110733,67.28655243,68.24922943,69.07076263,69.99668121,74.79438019,75.5634613,75.57794189,76.89865875,77.54921722,78.18517303,78.79495239,79.41133881,79.99210358,86.88002014,87.36241913,87.77934265,88.02339935,88.56928253,88.99611664,89.50112915,89.84713745,90.28457642,90.58612823,91.97618103,92.27610779,92.68634033,92.76746368,93.40187073,93.6231308,93.68556976,93.82766724,94.10971832,94.40055084,94.58618164,94.79682159,95.02881622,95.21137238,
Lithuania,LTU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.78159332,,,,,,,,,,,,99.64794159,,,,,,,,,,99.83323669,,,,,,,,,,99.84999847
Luxembourg,LUX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.188797,,,,,,,,,,,99.70973206,,,,,,,,,,,99.90792084,,,,,,,99.90640259,,,99.91000366
"Macao SAR, China",MAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,86.21588135,,,,,,,,,,,,,,,,,,,,87.77497101,,,,,90.72358704,,,,,93.73191071,,,,,95.03256989,,,,,95.87999725
St. Martin (French part),MAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,17.51486969,,,,,,,,,,,,28.72542,,,,,,,,,,39.61956024,,,,42.58784866,43.92108154,,57.63999176,59.13063812,,53.31092072,,,,64.59137726,,,67.37999725
Monaco,MCO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4444809,,,,,,,,,,,95.49230194,,,,,,,,,,,,,,99.14041901,,,,,,,99.5
Madagascar,MDG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.27857208,,,,,54.75429916,,,,61.64141083,,,68.28330231,,,,,,75.07057953,,,75.75
Maldives,MDV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,82.17816162,,,,,,,,92.35900879,,,,,96.14601135,,,,,96.44297791,,,,,96.44297791,,,,,,98.42984772,,,,,,,,98.69167328,,98.11470795,,,,,98.41000366
Middle East & North Africa,MEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,28.48131943,28.98797989,29.53108978,30.2808094,30.69585037,31.41373062,32.19306183,33.01626968,33.85816956,34.826931,35.89543915,37.02988815,38.07614136,39.30580902,40.26966858,41.52276993,42.76454163,45.5526886,47.0303688,48.25597,48.81740189,50.13742065,52.0267601,53.78097153,54.83358002,56.26171112,57.60589981,58.91585159,60.19018936,60.6897583,63.82228851,65.05493927,64.93315125,65.88056183,66.33637238,67.22548676,67.39637756,68.51199341,69.35990906,72.04203033,71.45108795,72.94261932,72.11155701,73.36405945,74.90113068,72.15261078,72.56700134,73.1483078,
Mexico,MEX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,79.89099884,,,,,,,,,,84.95590973,,,,,,,,,,88.68203735,,88.72863007,,89.63101959,90.21041107,89.8345108,91.35555267,91.45361328,92.11624908,91.85341644,92.33827972,93.17923737,92.90393829,93.59133911,93.48549652,93.96852112,94.16575623,94.60804749,,94.49513245,
Marshall Islands,MHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20298004,,,,,,,,,,
Middle income,MIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,49.31766129,49.45933914,49.76436996,50.6009903,51.41225815,51.98620987,52.98414993,53.83641052,54.81987,55.79349136,56.65444946,57.44504166,58.3913002,61.05712128,61.80698013,62.27624893,63.26472855,63.9800415,64.63909912,65.3470993,66.06761169,66.78211212,70.57447815,72.12625122,72.66555023,72.89810181,73.44523621,74.02774811,74.77496338,75.34588623,75.26103973,76.2158432,76.56604004,77.22080231,77.77716064,78.73451233,79.0876236,79.66940308,79.93489838,80.60639954,80.94001007,81.61401367,82.00134277,82.24617767,82.82215118,83.11563873,
North Macedonia,MKD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92801666,,,,,,,,94.05606842,,,,,,,,,,96.40000153,,96.69999695,,,,,,,
Mali,MLI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,5.735280037,,,,,,,,,,,,,,,,,,,,,,11.89342976,,,,,15.89999962,,,18.19091034,,,,20.28792953,18.90468979,,,,22.19581032,,,25.73516083,,22.07847023,
Malta,MLT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,87.28613281,,,,,,,,,,89.24263763,,,,,,,,,,93.50424957,,,,,,94.79003906,,,,,,,95.98872375,,,96.41999817
Myanmar,MMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,71.630867,,,,,,,,,,,,,,,,,86.41517639,,,,,,,,,,,,,,,,71.84699249,,,86.26860809,,
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,24.86307907,25.36553001,25.88150978,26.44194031,27.23236084,27.65814018,28.41876984,29.22462082,30.11041069,31.00477982,31.97756004,33.12689972,34.33237839,35.46377182,36.80199814,37.84730148,39.11510086,40.37371826,43.34988022,44.87768936,46.09383011,46.68976974,48.04930115,50.0346489,51.85234833,52.89514923,54.31473923,55.68022919,56.98093033,58.30168152,58.67256927,61.95787048,63.17958832,62.95827103,63.87662888,64.2497406,65.08200073,65.15515137,66.27072144,66.5497818,69.48500824,68.71929169,70.31958008,69.26403809,70.61943817,72.33944702,69.16335297,69.6308136,70.09615326,
